state,year,date_code,period,avg_temp_F,source_file,original_file_period_note
Connecticut,2005,200505,June-May,48.4,data (8).csv,from NOAA state CSV
Connecticut,2006,200605,June-May,51,data (8).csv,from NOAA state CSV
Connecticut,2007,200705,June-May,50.1,data (8).csv,from NOAA state CSV
Connecticut,2008,200805,June-May,50.1,data (8).csv,from NOAA state CSV
Connecticut,2009,200905,June-May,49.2,data (8).csv,from NOAA state CSV
Connecticut,2010,201005,June-May,50.3,data (8).csv,from NOAA state CSV
Connecticut,2011,201105,June-May,50,data (8).csv,from NOAA state CSV
Connecticut,2012,201205,June-May,53.2,data (8).csv,from NOAA state CSV
Connecticut,2013,201305,June-May,50.4,data (8).csv,from NOAA state CSV
Connecticut,2014,201405,June-May,48.5,data (8).csv,from NOAA state CSV
Connecticut,2015,201505,June-May,48.3,data (8).csv,from NOAA state CSV
Connecticut,2016,201605,June-May,52.4,data (8).csv,from NOAA state CSV
Connecticut,2017,201705,June-May,51.7,data (8).csv,from NOAA state CSV
Connecticut,2018,201805,June-May,50.4,data (8).csv,from NOAA state CSV
Connecticut,2019,201905,June-May,50.4,data (8).csv,from NOAA state CSV
Connecticut,2020,202005,June-May,50.6,data (8).csv,from NOAA state CSV
Connecticut,2021,202105,June-May,51.3,data (8).csv,from NOAA state CSV
Connecticut,2022,202205,June-May,51.3,data (8).csv,from NOAA state CSV
Connecticut,2023,202305,June-May,52.3,data (8).csv,from NOAA state CSV
Delaware,1992,199205,June-May,55.2,data (9).csv,from NOAA state CSV
Delaware,1993,199305,June-May,53.9,data (9).csv,from NOAA state CSV
Delaware,1994,199405,June-May,54.5,data (9).csv,from NOAA state CSV
Delaware,1995,199505,June-May,55.9,data (9).csv,from NOAA state CSV
Delaware,1996,199605,June-May,54.2,data (9).csv,from NOAA state CSV
Delaware,1997,199705,June-May,54.9,data (9).csv,from NOAA state CSV
Delaware,1998,199805,June-May,56.3,data (9).csv,from NOAA state CSV
Delaware,1999,199905,June-May,56.3,data (9).csv,from NOAA state CSV
Delaware,2000,200005,June-May,56.8,data (9).csv,from NOAA state CSV
Delaware,2001,200105,June-May,54.1,data (9).csv,from NOAA state CSV
Delaware,2002,200205,June-May,57.5,data (9).csv,from NOAA state CSV
Delaware,2003,200305,June-May,54.7,data (9).csv,from NOAA state CSV
Delaware,2004,200405,June-May,56,data (9).csv,from NOAA state CSV
Delaware,2005,200505,June-May,54.9,data (9).csv,from NOAA state CSV
Delaware,2006,200605,June-May,57.3,data (9).csv,from NOAA state CSV
Delaware,2007,200705,June-May,56.3,data (9).csv,from NOAA state CSV
Delaware,2008,200805,June-May,56.9,data (9).csv,from NOAA state CSV
Delaware,2009,200905,June-May,55.8,data (9).csv,from NOAA state CSV
Delaware,2010,201005,June-May,55.9,data (9).csv,from NOAA state CSV
Delaware,2011,201105,June-May,56.7,data (9).csv,from NOAA state CSV
Delaware,2012,201205,June-May,59,data (9).csv,from NOAA state CSV
Delaware,2013,201305,June-May,56.5,data (9).csv,from NOAA state CSV
Delaware,2014,201405,June-May,54.9,data (9).csv,from NOAA state CSV
Delaware,2015,201505,June-May,54.7,data (9).csv,from NOAA state CSV
Delaware,2016,201605,June-May,57.8,data (9).csv,from NOAA state CSV
Delaware,2017,201705,June-May,58.4,data (9).csv,from NOAA state CSV
Delaware,2018,201805,June-May,56.5,data (9).csv,from NOAA state CSV
Delaware,2019,201905,June-May,57.7,data (9).csv,from NOAA state CSV
Delaware,2020,202005,June-May,57.6,data (9).csv,from NOAA state CSV
Delaware,2021,202105,June-May,57.5,data (9).csv,from NOAA state CSV
Delaware,2022,202205,June-May,57.3,data (9).csv,from NOAA state CSV
Delaware,2023,202305,June-May,57.8,data (9).csv,from NOAA state CSV
Florida,1992,199205,June-May,70.2,data (10).csv,from NOAA state CSV
Florida,1993,199305,June-May,70.4,data (10).csv,from NOAA state CSV
Florida,1994,199405,June-May,71.2,data (10).csv,from NOAA state CSV
Florida,1995,199505,June-May,71.2,data (10).csv,from NOAA state CSV
Florida,1996,199605,June-May,70,data (10).csv,from NOAA state CSV
Florida,1997,199705,June-May,71.3,data (10).csv,from NOAA state CSV
Florida,1998,199805,June-May,70.5,data (10).csv,from NOAA state CSV
Florida,1999,199905,June-May,72.7,data (10).csv,from NOAA state CSV
Florida,2000,200005,June-May,71.1,data (10).csv,from NOAA state CSV
Florida,2001,200105,June-May,70.2,data (10).csv,from NOAA state CSV
Florida,2002,200205,June-May,71.6,data (10).csv,from NOAA state CSV
Florida,2003,200305,June-May,70.9,data (10).csv,from NOAA state CSV
Florida,2004,200405,June-May,70.4,data (10).csv,from NOAA state CSV
Florida,2005,200505,June-May,70.8,data (10).csv,from NOAA state CSV
Florida,2006,200605,June-May,71.4,data (10).csv,from NOAA state CSV
Florida,2007,200705,June-May,71.1,data (10).csv,from NOAA state CSV
Florida,2008,200805,June-May,72,data (10).csv,from NOAA state CSV
Florida,2009,200905,June-May,70.3,data (10).csv,from NOAA state CSV
Florida,2010,201005,June-May,70,data (10).csv,from NOAA state CSV
Florida,2011,201105,June-May,70.9,data (10).csv,from NOAA state CSV
Florida,2012,201205,June-May,72.5,data (10).csv,from NOAA state CSV
Florida,2013,201305,June-May,70.9,data (10).csv,from NOAA state CSV
Florida,2014,201405,June-May,71.4,data (10).csv,from NOAA state CSV
Florida,2015,201505,June-May,71.5,data (10).csv,from NOAA state CSV
Florida,2016,201605,June-May,73,data (10).csv,from NOAA state CSV
Florida,2017,201705,June-May,73.4,data (10).csv,from NOAA state CSV
Florida,2018,201805,June-May,72,data (10).csv,from NOAA state CSV
Florida,2019,201905,June-May,72.9,data (10).csv,from NOAA state CSV
Florida,2020,202005,June-May,73.5,data (10).csv,from NOAA state CSV
Florida,2021,202105,June-May,72.5,data (10).csv,from NOAA state CSV
Florida,2022,202205,June-May,72.4,data (10).csv,from NOAA state CSV
Florida,2023,202305,June-May,73.2,data (10).csv,from NOAA state CSV
Georgia,1992,199205,June-May,63.3,data (11).csv,from NOAA state CSV
Georgia,1993,199305,June-May,62.4,data (11).csv,from NOAA state CSV
Georgia,1994,199405,June-May,63.8,data (11).csv,from NOAA state CSV
Georgia,1995,199505,June-May,64,data (11).csv,from NOAA state CSV
Georgia,1996,199605,June-May,62.6,data (11).csv,from NOAA state CSV
Georgia,1997,199705,June-May,63.6,data (11).csv,from NOAA state CSV
Georgia,1998,199805,June-May,63.2,data (11).csv,from NOAA state CSV
Georgia,1999,199905,June-May,65.8,data (11).csv,from NOAA state CSV
Georgia,2000,200005,June-May,64.5,data (11).csv,from NOAA state CSV
Georgia,2001,200105,June-May,62.9,data (11).csv,from NOAA state CSV
Georgia,2002,200205,June-May,64.4,data (11).csv,from NOAA state CSV
Georgia,2003,200305,June-May,63.8,data (11).csv,from NOAA state CSV
Georgia,2004,200405,June-May,63.4,data (11).csv,from NOAA state CSV
Georgia,2005,200505,June-May,63.7,data (11).csv,from NOAA state CSV
Georgia,2006,200605,June-May,64.6,data (11).csv,from NOAA state CSV
Georgia,2007,200705,June-May,64.1,data (11).csv,from NOAA state CSV
Georgia,2008,200805,June-May,64.5,data (11).csv,from NOAA state CSV
Georgia,2009,200905,June-May,63.5,data (11).csv,from NOAA state CSV
Georgia,2010,201005,June-May,62.6,data (11).csv,from NOAA state CSV
Georgia,2011,201105,June-May,64.1,data (11).csv,from NOAA state CSV
Georgia,2012,201205,June-May,66.2,data (11).csv,from NOAA state CSV
Georgia,2013,201305,June-May,63.5,data (11).csv,from NOAA state CSV
Georgia,2014,201405,June-May,62.9,data (11).csv,from NOAA state CSV
Georgia,2015,201505,June-May,63.7,data (11).csv,from NOAA state CSV
Georgia,2016,201605,June-May,65.6,data (11).csv,from NOAA state CSV
Georgia,2017,201705,June-May,67.2,data (11).csv,from NOAA state CSV
Georgia,2018,201805,June-May,64.5,data (11).csv,from NOAA state CSV
Georgia,2019,201905,June-May,66,data (11).csv,from NOAA state CSV
Georgia,2020,202005,June-May,66.1,data (11).csv,from NOAA state CSV
Georgia,2021,202105,June-May,64.8,data (11).csv,from NOAA state CSV
Georgia,2022,202205,June-May,65,data (11).csv,from NOAA state CSV
Georgia,2023,202305,June-May,65.5,data (11).csv,from NOAA state CSV
Hawaii,1992,199205,June-May,65.7,data (12).csv,from NOAA state CSV
Hawaii,1993,199305,June-May,65.6,data (12).csv,from NOAA state CSV
Hawaii,1994,199405,June-May,65.3,data (12).csv,from NOAA state CSV
Hawaii,1995,199505,June-May,65.9,data (12).csv,from NOAA state CSV
Hawaii,1996,199605,June-May,66.3,data (12).csv,from NOAA state CSV
Hawaii,1997,199705,June-May,66.1,data (12).csv,from NOAA state CSV
Hawaii,1998,199805,June-May,65.4,data (12).csv,from NOAA state CSV
Hawaii,1999,199905,June-May,65,data (12).csv,from NOAA state CSV
Hawaii,2000,200005,June-May,65.6,data (12).csv,from NOAA state CSV
Hawaii,2001,200105,June-May,66.3,data (12).csv,from NOAA state CSV
Hawaii,2002,200205,June-May,66.6,data (12).csv,from NOAA state CSV
Hawaii,2003,200305,June-May,66.7,data (12).csv,from NOAA state CSV
Hawaii,2004,200405,June-May,67.1,data (12).csv,from NOAA state CSV
Hawaii,2005,200505,June-May,66.9,data (12).csv,from NOAA state CSV
Hawaii,2006,200605,June-May,66.3,data (12).csv,from NOAA state CSV
Hawaii,2007,200705,June-May,66.6,data (12).csv,from NOAA state CSV
Hawaii,2008,200805,June-May,65.9,data (12).csv,from NOAA state CSV
Hawaii,2009,200905,June-May,65.3,data (12).csv,from NOAA state CSV
Hawaii,2010,201005,June-May,66.6,data (12).csv,from NOAA state CSV
Hawaii,2011,201105,June-May,66.3,data (12).csv,from NOAA state CSV
Hawaii,2012,201205,June-May,65.6,data (12).csv,from NOAA state CSV
Hawaii,2013,201305,June-May,65.8,data (12).csv,from NOAA state CSV
Hawaii,2014,201405,June-May,66.7,data (12).csv,from NOAA state CSV
Hawaii,2015,201505,June-May,66.7,data (12).csv,from NOAA state CSV
Hawaii,2016,201605,June-May,67.5,data (12).csv,from NOAA state CSV
Hawaii,2017,201705,June-May,66.8,data (12).csv,from NOAA state CSV
Hawaii,2018,201805,June-May,66.6,data (12).csv,from NOAA state CSV
Hawaii,2019,201905,June-May,66.9,data (12).csv,from NOAA state CSV
Hawaii,2020,202005,June-May,67.9,data (12).csv,from NOAA state CSV
Hawaii,2021,202105,June-May,66.9,data (12).csv,from NOAA state CSV
Hawaii,2022,202205,June-May,66.7,data (12).csv,from NOAA state CSV
Hawaii,2023,202305,June-May,66.7,data (12).csv,from NOAA state CSV
Idaho,1992,199205,June-May,45.6,data (13).csv,from NOAA state CSV
Idaho,1993,199305,June-May,42.3,data (13).csv,from NOAA state CSV
Idaho,1994,199405,June-May,42.4,data (13).csv,from NOAA state CSV
Idaho,1995,199505,June-May,43.8,data (13).csv,from NOAA state CSV
Idaho,1996,199605,June-May,43,data (13).csv,from NOAA state CSV
Idaho,1997,199705,June-May,43.4,data (13).csv,from NOAA state CSV
Idaho,1998,199805,June-May,43.7,data (13).csv,from NOAA state CSV
Idaho,1999,199905,June-May,43.6,data (13).csv,from NOAA state CSV
